		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	ET 	Samp	Tx 	Recept	Int.
17/05/16	6:30 a	17.2	17.2	16.9	97	16.7	0.0	SE	0.00	0.4	SE	17.2	17.7	17.7	---	756.5	0.00	0.0	0	0.00	5	0.0	0.00	0.0	0.023	0.000	24.2	59	15.6	24.6	10.73	1.1616	0.00	678	1	99.1	30
17/05/16	7:00 a	17.3	17.3	17.2	97	16.8	0.0	SSE	0.00	0.4	SE	17.3	17.8	17.8	---	756.9	0.00	0.0	20	0.86	35	0.0	0.00	0.0	0.022	0.000	24.3	59	15.8	24.7	10.72	1.1617	0.00	687	1	100.0	30
17/05/16	7:30 a	17.6	17.6	17.3	97	17.1	0.0	SSE	0.00	0.4	SSE	17.6	18.1	18.1	---	757.4	0.00	0.0	52	2.24	62	0.0	0.00	0.0	0.016	0.000	24.4	59	15.9	24.8	10.71	1.1615	0.00	672	1	98.2	30
17/05/16	8:00 a	18.1	18.1	17.6	97	17.6	0.0	WSW	0.00	0.9	SSW	18.1	18.8	18.8	---	757.7	0.00	0.0	83	3.57	120	0.0	0.00	0.5	0.005	0.000	24.7	59	16.1	25.1	10.69	1.1608	0.03	651	1	95.2	30
17/05/16	8:30 a	18.7	18.7	18.1	96	18.1	0.4	W	0.80	1.3	W	18.7	19.5	19.5	---	758.1	0.00	0.0	133	5.72	163	0.5	0.11	0.7	0.000	0.008	24.9	59	16.4	25.3	10.67	1.1600	0.00	674	1	98.5	30
17/05/16	9:00 a	19.8	19.8	18.7	92	18.5	0.0	WSW	0.00	1.8	WSW	19.8	20.8	20.8	---	758.1	0.00	0.0	199	8.56	299	0.8	0.17	1.1	0.000	0.031	25.3	58	16.5	25.7	10.45	1.1585	0.10	678	1	99.1	30
17/05/16	9:30 a	20.7	20.7	19.8	88	18.6	0.9	WSW	1.61	2.7	SSW	20.7	21.7	21.7	---	758.3	0.00	0.0	191	8.21	311	1.1	0.24	1.4	0.000	0.049	25.6	57	16.4	25.9	10.23	1.1579	0.00	676	1	98.8	30
17/05/16	10:00 a	21.2	21.2	20.7	86	18.7	0.4	W	0.80	2.7	WSW	21.2	22.1	22.1	---	758.3	0.00	0.0	229	9.85	352	1.4	0.30	1.8	0.000	0.059	25.8	57	16.6	26.2	10.21	1.1568	0.13	684	1	100.0	30
17/05/16	10:30 a	21.8	21.8	21.1	82	18.6	1.3	W	2.41	4.0	WSW	21.8	22.6	22.6	---	758.1	0.00	0.0	306	13.16	483	2.0	0.43	2.7	0.000	0.072	26.1	56	16.6	26.4	10.09	1.1555	0.00	686	1	100.0	30
17/05/16	11:00 a	22.4	22.4	21.8	79	18.6	1.8	WSW	3.22	4.5	WSW	22.4	23.2	23.2	---	758.1	0.00	0.0	462	19.87	483	2.9	0.62	3.0	0.000	0.084	26.5	55	16.7	26.9	9.86	1.1535	0.25	682	1	99.7	30
17/05/16	11:30 a	22.5	22.5	22.2	81	19.1	1.8	W	3.22	4.0	SW	22.5	23.4	23.4	---	757.9	0.00	0.0	486	20.90	503	3.1	0.66	3.3	0.000	0.087	26.8	54	16.7	27.1	9.75	1.1522	0.00	693	1	100.0	30
17/05/16	12:00 p	22.7	22.9	22.6	78	18.7	1.8	W	3.22	4.0	WSW	22.7	23.6	23.6	---	757.7	0.00	0.0	509	21.89	519	3.3	0.71	3.4	0.000	0.091	27.0	54	16.9	27.4	9.75	1.1507	0.30	689	1	100.0	30
17/05/16	12:30 p	23.2	23.3	22.7	78	19.1	1.3	W	2.41	4.0	SW	23.2	24.2	24.2	---	757.2	0.00	0.0	514	22.10	520	3.3	0.71	3.4	0.000	0.101	27.3	54	17.2	27.8	9.75	1.1483	0.00	693	1	100.0	30
17/05/16	1:00 p	23.4	23.6	23.2	74	18.5	1.3	W	2.41	3.6	WSW	23.4	24.5	24.5	---	756.7	0.00	0.0	508	21.85	519	3.2	0.69	3.3	0.000	0.106	27.4	53	17.0	27.9	9.62	1.1474	0.33	692	1	100.0	30
17/05/16	1:30 p	23.3	23.4	23.2	74	18.4	1.8	WSW	3.22	4.0	WSW	23.3	24.3	24.3	---	756.3	0.00	0.0	492	21.16	504	3.0	0.64	3.1	0.000	0.103	27.5	53	17.1	28.0	9.62	1.1465	0.00	696	1	100.0	30
17/05/16	2:00 p	23.7	23.8	23.0	71	18.1	1.3	W	2.41	3.6	W	23.7	24.7	24.7	---	755.8	0.00	0.0	461	19.83	480	2.5	0.54	2.8	0.000	0.112	27.5	52	16.8	27.9	9.42	1.1461	0.30	693	1	100.0	30
17/05/16	2:30 p	24.1	24.1	23.7	71	18.5	1.3	W	2.41	2.7	WSW	24.1	25.1	25.1	---	755.5	0.00	0.0	417	17.93	443	2.1	0.45	2.3	0.000	0.119	27.3	52	16.6	27.7	9.43	1.1466	0.00	696	1	100.0	30
17/05/16	3:00 p	23.6	24.1	23.5	73	18.5	1.3	WSW	2.41	3.6	WSW	23.6	24.7	24.7	---	755.5	0.00	0.0	362	15.57	390	1.6	0.34	1.8	0.000	0.110	27.1	53	16.7	27.4	9.63	1.1472	0.25	691	1	100.0	30
17/05/16	3:30 p	22.9	23.6	22.9	73	17.8	1.8	SW	3.22	4.0	SW	22.9	23.8	23.8	---	755.5	0.00	0.0	298	12.82	332	1.1	0.24	1.3	0.000	0.096	26.9	53	16.5	27.2	9.64	1.1484	0.00	701	1	100.0	30
17/05/16	4:00 p	22.1	22.9	22.1	77	17.8	1.8	SW	3.22	3.1	SSW	22.1	22.7	22.7	---	755.6	0.00	0.0	228	9.81	262	0.7	0.15	0.9	0.000	0.078	26.6	53	16.2	26.9	9.65	1.1499	0.18	689	1	100.0	30
17/05/16	4:30 p	21.3	22.1	21.3	79	17.5	1.3	SW	2.41	3.1	SW	21.3	21.9	21.9	---	755.6	0.00	0.0	161	6.92	193	0.2	0.04	0.6	0.000	0.063	26.8	54	16.7	27.1	9.75	1.1486	0.00	692	1	100.0	30
17/05/16	5:00 p	20.7	21.3	20.7	85	18.1	0.9	SW	1.61	2.2	WSW	20.7	21.7	21.7	---	755.5	0.00	0.0	85	3.66	123	0.0	0.00	0.0	0.000	0.050	26.9	53	16.5	27.2	9.64	1.1484	0.08	691	1	100.0	30
17/05/16	5:30 p	20.1	20.7	20.1	89	18.2	0.4	SW	0.80	2.2	SW	20.1	21.0	21.0	---	755.7	0.00	0.0	28	1.20	47	0.0	0.00	0.0	0.000	0.036	26.7	54	16.6	27.0	9.75	1.1494	0.00	687	1	100.0	30
17/05/16	6:00 p	19.5	20.1	19.5	91	18.0	0.0	SW	0.00	0.4	SW	19.5	20.3	20.3	---	755.8	0.00	0.0	4	0.17	12	0.0	0.00	0.0	0.000	0.024	26.2	55	16.4	26.5	9.89	1.1517	0.03	673	1	98.4	30
17/05/16	6:30 p	19.1	19.5	19.1	93	18.0	0.0	---	0.00	0.0	---	19.1	19.9	19.9	---	756.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.016	25.8	57	16.6	26.2	10.21	1.1532	0.00	682	1	99.7	30
17/05/16	7:00 p	18.8	19.1	18.8	94	17.8	0.0	---	0.00	0.0	---	18.8	19.6	19.6	---	756.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.010	25.6	57	16.4	25.9	10.23	1.1544	0.00	682	1	99.7	30
17/05/16	7:30 p	18.6	18.8	18.6	94	17.6	0.0	---	0.00	0.0	---	18.6	19.3	19.3	---	756.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.006	25.4	58	16.6	25.8	10.44	1.1553	0.00	684	1	100.0	30
17/05/16	8:00 p	18.4	18.6	18.4	94	17.4	0.0	---	0.00	0.0	---	18.4	19.1	19.1	---	756.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.001	25.4	58	16.6	25.8	10.44	1.1558	0.00	660	1	96.5	30
17/05/16	8:30 p	18.3	18.4	18.3	94	17.3	0.0	---	0.00	0.0	---	18.3	18.9	18.9	---	757.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.001	0.000	25.3	58	16.5	25.7	10.45	1.1567	0.00	689	1	100.0	30
17/05/16	9:00 p	18.2	18.3	18.2	95	17.4	0.0	---	0.00	0.0	---	18.2	18.8	18.8	---	757.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.003	0.000	25.3	58	16.5	25.7	10.45	1.1569	0.00	685	1	100.0	30
17/05/16	9:30 p	18.2	18.2	18.1	95	17.4	0.0	---	0.00	0.0	---	18.2	18.8	18.8	---	757.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.003	0.000	25.2	57	16.0	25.4	10.26	1.1585	0.00	697	1	100.0	30
17/05/16	10:00 p	18.0	18.2	17.9	95	17.2	0.0	SW	0.00	0.9	SW	18.0	18.6	18.6	---	757.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.007	0.000	25.1	58	16.2	25.4	10.47	1.1585	0.00	676	1	98.8	30
17/05/16	10:30 p	18.1	18.2	17.9	95	17.3	0.0	NNE	0.00	0.9	NNE	18.1	18.7	18.7	---	757.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.005	0.000	25.1	58	16.2	25.4	10.47	1.1583	0.00	692	1	100.0	30
17/05/16	11:00 p	17.9	18.2	17.9	94	17.0	0.0	---	0.00	0.0	---	17.9	18.5	18.5	---	757.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.008	0.000	25.1	58	16.2	25.4	10.47	1.1582	0.00	678	1	99.1	30
17/05/16	11:30 p	17.9	18.1	17.9	95	17.1	0.0	---	0.00	0.0	---	17.9	18.4	18.4	---	756.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.009	0.000	24.9	58	16.1	25.3	10.47	1.1586	0.00	685	1	100.0	30
18/05/16	12:00 a	17.8	17.9	17.7	95	17.0	0.0	NNE	0.00	0.4	NNE	17.8	18.3	18.3	---	756.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.012	0.000	24.8	57	15.7	25.1	10.28	1.1595	0.00	681	1	99.6	30
18/05/16	12:30 a	17.7	17.8	17.7	94	16.7	0.0	---	0.00	0.0	---	17.7	18.2	18.2	---	756.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.013	0.000	24.8	57	15.7	25.1	10.28	1.1594	0.00	687	1	100.0	30
18/05/16	1:00 a	17.3	17.7	17.3	94	16.4	0.0	NNE	0.00	0.4	NNE	17.3	17.8	17.8	---	756.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.021	0.000	24.8	57	15.7	25.1	10.29	1.1593	0.00	682	1	99.7	30
18/05/16	1:30 a	17.2	17.3	17.2	94	16.2	0.0	---	0.00	0.0	---	17.2	17.6	17.6	---	756.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.024	0.000	24.8	56	15.4	25.0	10.19	1.1591	0.00	689	1	100.0	30
18/05/16	2:00 a	17.1	17.2	17.1	95	16.2	0.0	---	0.00	0.0	---	17.1	17.5	17.5	---	756.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.027	0.000	24.8	56	15.4	25.0	10.19	1.1590	0.00	683	1	99.9	30
18/05/16	2:30 a	16.9	17.1	16.9	94	16.0	0.0	---	0.00	0.0	---	16.9	17.3	17.3	---	756.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.029	0.000	24.7	56	15.3	24.9	10.19	1.1592	0.00	667	1	97.5	30
18/05/16	3:00 a	16.9	17.0	16.9	95	16.1	0.0	---	0.00	0.0	---	16.9	17.3	17.3	---	756.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.030	0.000	24.6	56	15.2	24.8	10.20	1.1599	0.00	683	1	99.9	30
18/05/16	3:30 a	16.8	16.9	16.7	95	16.0	0.0	---	0.00	0.0	---	16.8	17.2	17.2	---	756.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.032	0.000	24.4	56	15.1	24.7	10.21	1.1604	0.00	683	1	99.9	30
18/05/16	4:00 a	16.5	16.8	16.5	95	15.7	0.0	---	0.00	0.0	---	16.5	16.8	16.8	---	756.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.038	0.000	24.3	56	15.0	24.6	10.22	1.1611	0.00	683	1	99.9	30
18/05/16	4:30 a	17.2	17.2	16.5	96	16.6	0.0	NNE	0.00	0.4	NNE	17.2	17.7	17.7	---	756.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.023	0.000	24.4	57	15.4	24.7	10.31	1.1601	0.00	688	1	100.0	30
18/05/16	5:00 a	17.5	17.5	17.2	97	17.0	0.0	---	0.00	0.0	---	17.5	18.1	18.1	---	756.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.017	0.000	24.4	58	15.6	24.7	10.51	1.1598	0.00	661	1	96.6	30
18/05/16	5:30 a	17.6	17.6	17.5	97	17.1	0.0	NNE	0.00	0.4	NNE	17.6	18.1	18.1	---	756.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.016	0.000	24.4	59	15.9	24.8	10.71	1.1596	0.00	696	1	100.0	30
18/05/16	6:00 a	17.6	17.6	17.5	97	17.1	0.0	ESE	0.00	0.4	E	17.6	18.1	18.1	---	756.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.016	0.000	24.4	59	15.9	24.8	10.71	1.1599	0.00	687	1	100.0	30
18/05/16	6:30 a	17.5	17.6	17.4	98	17.2	0.0	SSE	0.00	0.9	SE	17.5	18.1	18.1	---	756.7	0.00	0.0	1	0.04	5	0.0	0.00	0.0	0.017	0.000	24.4	60	16.2	24.8	10.91	1.1600	0.00	684	1	100.0	30
18/05/16	7:00 a	17.6	17.6	17.4	98	17.2	0.0	SSE	0.00	0.4	SSE	17.6	18.1	18.1	---	757.1	0.00	0.0	13	0.56	21	0.0	0.00	0.0	0.016	0.000	24.4	60	16.2	24.8	10.91	1.1607	0.00	685	1	100.0	30
18/05/16	7:30 a	17.8	17.8	17.6	98	17.5	0.0	SSE	0.00	0.9	SSE	17.8	18.4	18.4	---	757.3	0.00	0.0	42	1.81	56	0.0	0.00	0.0	0.012	0.000	24.7	60	16.4	25.1	10.89	1.1599	0.00	689	1	100.0	30
18/05/16	8:00 a	18.1	18.1	17.8	98	17.8	0.0	WSW	0.00	1.3	SW	18.1	18.8	18.8	---	757.7	0.00	0.0	67	2.88	86	0.0	0.00	0.0	0.005	0.000	24.8	60	16.5	25.3	10.88	1.1596	0.03	685	1	100.0	30
18/05/16	8:30 a	18.6	18.6	18.1	98	18.3	0.0	WNW	0.00	1.3	N	18.6	19.4	19.4	---	757.9	0.00	0.0	99	4.26	121	0.2	0.04	0.5	0.000	0.006	24.9	60	16.6	25.4	10.87	1.1593	0.00	693	1	100.0	30
18/05/16	9:00 a	19.3	19.3	18.6	97	18.8	0.0	W	0.00	1.8	W	19.3	20.2	20.2	---	758.0	0.00	0.0	129	5.55	155	0.6	0.13	0.8	0.000	0.020	25.2	59	16.6	25.6	10.66	1.1587	0.05	688	1	100.0	30
18/05/16	9:30 a	20.6	20.6	19.3	90	18.9	0.4	W	0.80	2.2	SW	20.6	21.7	21.7	---	757.9	0.00	0.0	211	9.07	318	1.1	0.24	1.3	0.000	0.047	25.6	58	16.7	25.9	10.43	1.1570	0.00	692	1	100.0	30
18/05/16	10:00 a	21.7	21.7	20.6	85	19.1	0.4	W	0.80	2.7	W	21.7	22.7	22.7	---	757.9	0.00	0.0	336	14.45	439	1.8	0.39	2.2	0.000	0.071	26.1	57	16.9	26.5	10.19	1.1547	0.15	693	1	100.0	30
18/05/16	10:30 a	22.4	22.4	21.7	83	19.4	0.4	W	0.80	2.7	WSW	22.4	23.3	23.3	---	757.7	0.00	0.0	412	17.72	446	2.3	0.49	2.6	0.000	0.084	26.4	56	16.9	26.8	10.07	1.1531	0.00	687	1	100.0	30
18/05/16	11:00 a	22.9	23.0	22.4	81	19.5	1.3	WSW	2.41	3.6	WSW	22.9	24.0	24.0	---	757.5	0.00	0.0	451	19.40	478	2.8	0.60	3.0	0.000	0.096	26.7	56	17.2	27.1	10.05	1.1513	0.25	694	1	100.0	30
18/05/16	11:30 a	22.9	23.0	22.7	80	19.3	1.8	W	3.22	4.0	SW	22.9	24.0	24.0	---	757.2	0.00	0.0	480	20.64	506	3.1	0.66	3.3	0.000	0.096	26.9	56	17.4	27.4	10.05	1.1498	0.00	689	1	100.0	30
18/05/16	12:00 p	22.2	22.9	22.2	81	18.8	2.2	WSW	4.02	4.5	WSW	22.2	23.1	23.1	---	756.9	0.00	0.0	503	21.63	524	3.3	0.71	3.4	0.000	0.081	27.1	55	17.3	27.6	9.85	1.1486	0.30	689	1	100.0	30
18/05/16	12:30 p	22.1	22.6	22.1	81	18.7	2.2	WSW	4.02	4.5	WSW	22.1	22.9	22.9	---	756.6	0.00	0.0	514	22.10	527	3.4	0.73	3.4	0.000	0.079	27.2	55	17.4	27.7	9.85	1.1476	0.00	686	1	100.0	30
18/05/16	1:00 p	22.1	22.4	21.8	82	18.9	1.8	W	3.22	4.9	WSW	22.1	22.9	22.9	---	756.5	0.00	0.0	502	21.59	519	3.2	0.69	3.3	0.000	0.079	27.4	54	17.3	28.0	9.75	1.1466	0.33	693	1	100.0	30
